# 1:iteration	2:time	3:patch	4:level	5:i	6:j	7:k	8:x	9:y	10:z	11:u_err	12:rho_err
448	1.7500000000000000e+00	0	0	64	64	119	0.0000000000000000e+00	0.0000000000000000e+00	3.4375000000000000e+00	2.9399101253958004e-15	1.6533922929993937e-13
448	1.7500000000000000e+00	0	0	64	64	120	0.0000000000000000e+00	0.0000000000000000e+00	3.5000000000000000e+00	-5.6493658718582992e-16	1.3047512034888943e-15
448	1.7500000000000000e+00	0	0	64	64	121	0.0000000000000000e+00	0.0000000000000000e+00	3.5625000000000000e+00	-2.0337381492869705e-16	-6.5109887087075523e-15
448	1.7500000000000000e+00	0	0	64	64	122	0.0000000000000000e+00	0.0000000000000000e+00	3.6250000000000000e+00	-9.1764684174425397e-18	-1.0309760062546629e-15
448	1.7500000000000000e+00	0	0	64	64	123	0.0000000000000000e+00	0.0000000000000000e+00	3.6875000000000000e+00	5.7332929789842398e-18	9.3119038886874551e-17
448	1.7500000000000000e+00	0	0	64	64	124	0.0000000000000000e+00	0.0000000000000000e+00	3.7500000000000000e+00	9.9487390560195489e-19	4.6627259783616735e-17
448	1.7500000000000000e+00	0	0	64	64	125	0.0000000000000000e+00	0.0000000000000000e+00	3.8125000000000000e+00	-6.4329435508343031e-20	2.3464523620955276e-18
448	1.7500000000000000e+00	0	0	64	64	126	0.0000000000000000e+00	0.0000000000000000e+00	3.8750000000000000e+00	-3.5504124488723204e-20	-1.1684841085047030e-18
448	1.7500000000000000e+00	0	0	64	64	127	0.0000000000000000e+00	0.0000000000000000e+00	3.9375000000000000e+00	-1.4803295931635105e-21	-1.7415654785907623e-19
448	1.7500000000000000e+00	0	0	64	64	128	0.0000000000000000e+00	0.0000000000000000e+00	4.0000000000000000e+00	1.5872866343326081e-21	3.1899019045175594e-20
448	1.7500000000000000e+00	0	0	64	64	129	0.0000000000000000e+00	0.0000000000000000e+00	4.0625000000000000e+00	-1.4803295931635105e-21	-1.7415654785907623e-19
448	1.7500000000000000e+00	0	0	64	64	130	0.0000000000000000e+00	0.0000000000000000e+00	4.1250000000000000e+00	-3.5504124488723204e-20	-1.1684841085047030e-18
448	1.7500000000000000e+00	0	0	64	64	131	0.0000000000000000e+00	0.0000000000000000e+00	4.1875000000000000e+00	-6.4329435508343031e-20	2.3464523620955276e-18
448	1.7500000000000000e+00	0	1	128	128	93	0.0000000000000000e+00	0.0000000000000000e+00	-1.0937500000000000e+00	1.2575587062822353e-05	-1.1912514444904774e-05
